,Tissue,Delivery,Date,Animal,Sex,Test,Function,Parent,Striatum,Hippocampus,Cortex,RT_reaction,Barcode_number,Barcode_Allele,Allele_String,IFNB,IFNG,LPSIFNG,Naive_Macrophage,Column_Purification,THP1_Monocytes,Purification,Barcode_Allele_Parent,Barcode_Allele_Animal,Allele_Animal
Naive_THP1mac_ZC82_R_REF_Barcode_11,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,11,11_REF,REF,0.0,0.0,0.0,1.0,,0.0,,11_REF_THP1_Macrophage,11_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_12,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,12,12_REF,REF,0.0,0.0,0.0,1.0,,0.0,,12_REF_THP1_Macrophage,12_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_13,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,13,13_REF,REF,0.0,0.0,0.0,1.0,,0.0,,13_REF_THP1_Macrophage,13_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_14,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,14,14_REF,REF,0.0,0.0,0.0,1.0,,0.0,,14_REF_THP1_Macrophage,14_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_15,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,15,15_REF,REF,0.0,0.0,0.0,1.0,,0.0,,15_REF_THP1_Macrophage,15_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_16,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,16,16_REF,REF,0.0,0.0,0.0,1.0,,0.0,,16_REF_THP1_Macrophage,16_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_17,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,17,17_REF,REF,0.0,0.0,0.0,1.0,,0.0,,17_REF_THP1_Macrophage,17_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_18,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,18,18_REF,REF,0.0,0.0,0.0,1.0,,0.0,,18_REF_THP1_Macrophage,18_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_19,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,19,19_REF,REF,0.0,0.0,0.0,1.0,,0.0,,19_REF_THP1_Macrophage,19_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_20,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,20,20_REF,REF,0.0,0.0,0.0,1.0,,0.0,,20_REF_THP1_Macrophage,20_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_21,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,21,21_REF,REF,0.0,0.0,0.0,1.0,,0.0,,21_REF_THP1_Macrophage,21_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_22,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,22,22_REF,REF,0.0,0.0,0.0,1.0,,0.0,,22_REF_THP1_Macrophage,22_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_23,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,23,23_REF,REF,0.0,0.0,0.0,1.0,,0.0,,23_REF_THP1_Macrophage,23_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_24,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,24,24_REF,REF,0.0,0.0,0.0,1.0,,0.0,,24_REF_THP1_Macrophage,24_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_25,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,25,25_REF,REF,0.0,0.0,0.0,1.0,,0.0,,25_REF_THP1_Macrophage,25_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_26,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,26,26_REF,REF,0.0,0.0,0.0,1.0,,0.0,,26_REF_THP1_Macrophage,26_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_27,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,27,27_REF,REF,0.0,0.0,0.0,1.0,,0.0,,27_REF_THP1_Macrophage,27_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_28,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,28,28_REF,REF,0.0,0.0,0.0,1.0,,0.0,,28_REF_THP1_Macrophage,28_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_29,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,29,29_REF,REF,0.0,0.0,0.0,1.0,,0.0,,29_REF_THP1_Macrophage,29_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_30,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,30,30_REF,REF,0.0,0.0,0.0,1.0,,0.0,,30_REF_THP1_Macrophage,30_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_31,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,31,31_REF,REF,0.0,0.0,0.0,1.0,,0.0,,31_REF_THP1_Macrophage,31_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC82_R_REF_Barcode_32,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC82_R,Immune,THP1_Macrophage,,,,,32,32_REF,REF,0.0,0.0,0.0,1.0,,0.0,,32_REF_THP1_Macrophage,32_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_1,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,1,1_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,1_ALT_THP1_Macrophage,1_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_2,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,2,2_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,2_ALT_THP1_Macrophage,2_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_3,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,3,3_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,3_ALT_THP1_Macrophage,3_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_4,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,4,4_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,4_ALT_THP1_Macrophage,4_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_5,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,5,5_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,5_ALT_THP1_Macrophage,5_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_6,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,6,6_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,6_ALT_THP1_Macrophage,6_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_7,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,7,7_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,7_ALT_THP1_Macrophage,7_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_8,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,8,8_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,8_ALT_THP1_Macrophage,8_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_9,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,9,9_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,9_ALT_THP1_Macrophage,9_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_10,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,10,10_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,10_ALT_THP1_Macrophage,10_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_11,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,11,11_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,11_ALT_THP1_Macrophage,11_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_12,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,12,12_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,12_ALT_THP1_Macrophage,12_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_13,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,13,13_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,13_ALT_THP1_Macrophage,13_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_14,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,14,14_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,14_ALT_THP1_Macrophage,14_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_15,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,15,15_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,15_ALT_THP1_Macrophage,15_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_16,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,16,16_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,16_ALT_THP1_Macrophage,16_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_17,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,17,17_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,17_ALT_THP1_Macrophage,17_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_18,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,18,18_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,18_ALT_THP1_Macrophage,18_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_19,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,19,19_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,19_ALT_THP1_Macrophage,19_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_20,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,20,20_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,20_ALT_THP1_Macrophage,20_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_21,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,21,21_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,21_ALT_THP1_Macrophage,21_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_22,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,22,22_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,22_ALT_THP1_Macrophage,22_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_23,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,23,23_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,23_ALT_THP1_Macrophage,23_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_24,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,24,24_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,24_ALT_THP1_Macrophage,24_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_25,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,25,25_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,25_ALT_THP1_Macrophage,25_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_26,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,26,26_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,26_ALT_THP1_Macrophage,26_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_27,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,27,27_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,27_ALT_THP1_Macrophage,27_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_28,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,28,28_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,28_ALT_THP1_Macrophage,28_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_29,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,29,29_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,29_ALT_THP1_Macrophage,29_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_30,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,30,30_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,30_ALT_THP1_Macrophage,30_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_31,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,31,31_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,31_ALT_THP1_Macrophage,31_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_ALT_Barcode_32,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,32,32_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,32_ALT_THP1_Macrophage,32_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_1,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,1,1_REF,REF,0.0,0.0,0.0,1.0,,0.0,,1_REF_THP1_Macrophage,1_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_2,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,2,2_REF,REF,0.0,0.0,0.0,1.0,,0.0,,2_REF_THP1_Macrophage,2_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_3,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,3,3_REF,REF,0.0,0.0,0.0,1.0,,0.0,,3_REF_THP1_Macrophage,3_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_4,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,4,4_REF,REF,0.0,0.0,0.0,1.0,,0.0,,4_REF_THP1_Macrophage,4_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_5,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,5,5_REF,REF,0.0,0.0,0.0,1.0,,0.0,,5_REF_THP1_Macrophage,5_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_6,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,6,6_REF,REF,0.0,0.0,0.0,1.0,,0.0,,6_REF_THP1_Macrophage,6_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_7,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,7,7_REF,REF,0.0,0.0,0.0,1.0,,0.0,,7_REF_THP1_Macrophage,7_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_8,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,8,8_REF,REF,0.0,0.0,0.0,1.0,,0.0,,8_REF_THP1_Macrophage,8_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_9,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,9,9_REF,REF,0.0,0.0,0.0,1.0,,0.0,,9_REF_THP1_Macrophage,9_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_10,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,10,10_REF,REF,0.0,0.0,0.0,1.0,,0.0,,10_REF_THP1_Macrophage,10_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_11,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,11,11_REF,REF,0.0,0.0,0.0,1.0,,0.0,,11_REF_THP1_Macrophage,11_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_12,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,12,12_REF,REF,0.0,0.0,0.0,1.0,,0.0,,12_REF_THP1_Macrophage,12_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_13,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,13,13_REF,REF,0.0,0.0,0.0,1.0,,0.0,,13_REF_THP1_Macrophage,13_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_14,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,14,14_REF,REF,0.0,0.0,0.0,1.0,,0.0,,14_REF_THP1_Macrophage,14_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_15,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,15,15_REF,REF,0.0,0.0,0.0,1.0,,0.0,,15_REF_THP1_Macrophage,15_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_16,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,16,16_REF,REF,0.0,0.0,0.0,1.0,,0.0,,16_REF_THP1_Macrophage,16_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_17,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,17,17_REF,REF,0.0,0.0,0.0,1.0,,0.0,,17_REF_THP1_Macrophage,17_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_18,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,18,18_REF,REF,0.0,0.0,0.0,1.0,,0.0,,18_REF_THP1_Macrophage,18_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_19,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,19,19_REF,REF,0.0,0.0,0.0,1.0,,0.0,,19_REF_THP1_Macrophage,19_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_20,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,20,20_REF,REF,0.0,0.0,0.0,1.0,,0.0,,20_REF_THP1_Macrophage,20_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_21,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,21,21_REF,REF,0.0,0.0,0.0,1.0,,0.0,,21_REF_THP1_Macrophage,21_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_22,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,22,22_REF,REF,0.0,0.0,0.0,1.0,,0.0,,22_REF_THP1_Macrophage,22_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_23,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,23,23_REF,REF,0.0,0.0,0.0,1.0,,0.0,,23_REF_THP1_Macrophage,23_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_24,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,24,24_REF,REF,0.0,0.0,0.0,1.0,,0.0,,24_REF_THP1_Macrophage,24_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_25,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,25,25_REF,REF,0.0,0.0,0.0,1.0,,0.0,,25_REF_THP1_Macrophage,25_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_26,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,26,26_REF,REF,0.0,0.0,0.0,1.0,,0.0,,26_REF_THP1_Macrophage,26_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_27,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,27,27_REF,REF,0.0,0.0,0.0,1.0,,0.0,,27_REF_THP1_Macrophage,27_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_28,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,28,28_REF,REF,0.0,0.0,0.0,1.0,,0.0,,28_REF_THP1_Macrophage,28_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_29,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,29,29_REF,REF,0.0,0.0,0.0,1.0,,0.0,,29_REF_THP1_Macrophage,29_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_30,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,30,30_REF,REF,0.0,0.0,0.0,1.0,,0.0,,30_REF_THP1_Macrophage,30_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_31,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,31,31_REF,REF,0.0,0.0,0.0,1.0,,0.0,,31_REF_THP1_Macrophage,31_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC83_R_REF_Barcode_32,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC83_R,Immune,THP1_Macrophage,,,,,32,32_REF,REF,0.0,0.0,0.0,1.0,,0.0,,32_REF_THP1_Macrophage,32_REF_Macrophage,REF_Macrophage
Naive_THP1mac_ZC86_R_ALT_Barcode_1,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC86_R,Immune,THP1_Macrophage,,,,,1,1_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,1_ALT_THP1_Macrophage,1_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC86_R_ALT_Barcode_2,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC86_R,Immune,THP1_Macrophage,,,,,2,2_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,2_ALT_THP1_Macrophage,2_ALT_Macrophage,ALT_Macrophage
Naive_THP1mac_ZC86_R_ALT_Barcode_3,THP1_Naive,Nucleofector,,Macrophage,,Naive_THP1mac_ZC86_R,Immune,THP1_Macrophage,,,,,3,3_ALT,ALT,0.0,0.0,0.0,1.0,,0.0,,3_ALT_THP1_Macrophage,3_ALT_Macrophage,ALT_Macrophage
